flavor	drug	concentration	run	tech_repl	hit	category	result	expected	n	n_total	fraction	n_repl
relative	Loratadine	80	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	9	0.1111111111111111	6
relative	Loratadine	80	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	9	0.8888888888888888	6
relative	Loratadine	80	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	12	0.75	6
relative	Loratadine	80	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	12	0.25	6
relative	Loratadine	80	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	9	0.3333333333333333	6
relative	Loratadine	80	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	6	9	0.6666666666666666	6
relative	Loratadine	80	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	12	0.75	6
relative	Loratadine	80	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	12	0.25	6
relative	Loratadine	80	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	9	0.3333333333333333	6
relative	Loratadine	80	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	6	9	0.6666666666666666	6
relative	Loratadine	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	12	0.75	6
relative	Loratadine	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	12	0.25	6
relative	Loratadine	80	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	9	0.7777777777777778	6
relative	Loratadine	80	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	9	0.2222222222222222	6
relative	Loratadine	80	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	8	12	0.6666666666666666	6
relative	Loratadine	80	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	12	0.3333333333333333	6
relative	Loratadine	80	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	9	0.7777777777777778	6
relative	Loratadine	80	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	9	0.2222222222222222	6
relative	Loxapine	5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	19	21	0.9047619047619048	6
relative	Loxapine	5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	21	0.09523809523809523	6
relative	Loxapine	5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	21	0.9523809523809523	6
relative	Loxapine	5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	21	0.047619047619047616	6
relative	Loxapine	5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	21	0.9523809523809523	6
relative	Loxapine	5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	21	0.047619047619047616	6
relative	Loxapine	5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	21	0.9523809523809523	6
relative	Loxapine	5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	21	0.047619047619047616	6
relative	Loxapine	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	21	0.9523809523809523	6
relative	Loxapine	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	21	0.047619047619047616	6
relative	Loxapine	5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	19	21	0.9047619047619048	6
relative	Loxapine	5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	21	0.09523809523809523	6
relative	Loxapine	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	17	18	0.9444444444444444	6
relative	Loxapine	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	18	0.05555555555555555	6
relative	Loxapine	20	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	3	0.3333333333333333	6
relative	Loxapine	20	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	3	0.6666666666666666	6
relative	Loxapine	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	16	18	0.8888888888888888	6
relative	Loxapine	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	18	0.1111111111111111	6
relative	Loxapine	20	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	3	0.3333333333333333	6
relative	Loxapine	20	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	3	0.6666666666666666	6
relative	Loxapine	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	18	18	1	6
relative	Loxapine	20	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	3	0.3333333333333333	6
relative	Loxapine	20	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	3	0.6666666666666666	6
relative	Loxapine	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	18	18	1	6
relative	Loxapine	20	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	3	0.3333333333333333	6
relative	Loxapine	20	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	3	0.6666666666666666	6
relative	Loxapine	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	16	18	0.8888888888888888	6
relative	Loxapine	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	18	0.1111111111111111	6
relative	Loxapine	20	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	3	0.3333333333333333	6
relative	Loxapine	20	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	3	0.6666666666666666	6
relative	Loxapine	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	18	18	1	6
relative	Loxapine	20	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	3	0.3333333333333333	6
relative	Loxapine	20	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	3	0.6666666666666666	6
relative	Loxapine	80	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	13	14	0.9285714285714286	6
relative	Loxapine	80	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	14	0.07142857142857142	6
relative	Loxapine	80	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	7	0.42857142857142855	6
relative	Loxapine	80	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	7	0.5714285714285714	6
relative	Loxapine	80	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	14	14	1	6
relative	Loxapine	80	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	7	0.2857142857142857	6
relative	Loxapine	80	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	7	0.7142857142857143	6
relative	Loxapine	80	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	13	14	0.9285714285714286	6
relative	Loxapine	80	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	14	0.07142857142857142	6
relative	Loxapine	80	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	7	0.42857142857142855	6
relative	Loxapine	80	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	7	0.5714285714285714	6
relative	Loxapine	80	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	14	14	1	6
relative	Loxapine	80	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	7	0.42857142857142855	6
relative	Loxapine	80	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	7	0.5714285714285714	6
relative	Loxapine	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	14	14	1	6
relative	Loxapine	80	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	7	0.42857142857142855	6
relative	Loxapine	80	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	7	0.5714285714285714	6
relative	Loxapine	80	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	14	14	1	6
relative	Loxapine	80	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	7	0.42857142857142855	6
relative	Loxapine	80	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	7	0.5714285714285714	6
relative	Mecillinam	0.5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	20	1	6
relative	Mecillinam	0.5	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mecillinam	0.5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	14	20	0.7	6
relative	Mecillinam	0.5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	20	0.3	6
relative	Mecillinam	0.5	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	1	1	6
relative	Mecillinam	0.5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	20	1	6
relative	Mecillinam	0.5	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mecillinam	0.5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	20	1	6
relative	Mecillinam	0.5	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mecillinam	0.5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	18	20	0.9	6
relative	Mecillinam	0.5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	20	0.1	6
relative	Mecillinam	0.5	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mecillinam	0.5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	19	20	0.95	6
relative	Mecillinam	0.5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	20	0.05	6
relative	Mecillinam	0.5	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mecillinam	2.5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	19	20	0.95	6
relative	Mecillinam	2.5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	20	0.05	6
relative	Mecillinam	2.5	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mecillinam	2.5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	19	20	0.95	6
relative	Mecillinam	2.5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	20	0.05	6
relative	Mecillinam	2.5	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mecillinam	2.5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	20	1	6
relative	Mecillinam	2.5	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mecillinam	2.5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	20	1	6
relative	Mecillinam	2.5	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mecillinam	2.5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	18	20	0.9	6
relative	Mecillinam	2.5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	20	0.1	6
relative	Mecillinam	2.5	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mecillinam	2.5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	17	20	0.85	6
relative	Mecillinam	2.5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	20	0.15	6
relative	Mecillinam	2.5	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mecillinam	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	17	17	1	6
relative	Mecillinam	20	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	4	0.5	6
relative	Mecillinam	20	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	4	0.5	6
relative	Mecillinam	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	17	17	1	6
relative	Mecillinam	20	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	4	0.75	6
relative	Mecillinam	20	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	4	0.25	6
relative	Mecillinam	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	16	17	0.9411764705882353	6
relative	Mecillinam	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	17	0.058823529411764705	6
relative	Mecillinam	20	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	4	0.5	6
relative	Mecillinam	20	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	4	0.5	6
relative	Mecillinam	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	17	17	1	6
relative	Mecillinam	20	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	4	0.5	6
relative	Mecillinam	20	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	4	0.5	6
relative	Mecillinam	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	17	17	1	6
relative	Mecillinam	20	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	4	0.5	6
relative	Mecillinam	20	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	4	0.5	6
relative	Mecillinam	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	17	17	1	6
relative	Mecillinam	20	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	4	0.75	6
relative	Mecillinam	20	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	4	0.25	6
relative	Mefloquine	5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	17	20	0.85	6
relative	Mefloquine	5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	20	0.15	6
relative	Mefloquine	5	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	1	1	6
relative	Mefloquine	5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	18	20	0.9	6
relative	Mefloquine	5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	20	0.1	6
relative	Mefloquine	5	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	1	1	6
relative	Mefloquine	5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	20	1	6
relative	Mefloquine	5	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	1	1	6
relative	Mefloquine	5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	20	1	6
relative	Mefloquine	5	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	1	1	6
relative	Mefloquine	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	19	20	0.95	6
relative	Mefloquine	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	20	0.05	6
relative	Mefloquine	5	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	1	1	6
relative	Mefloquine	5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	20	1	6
relative	Mefloquine	5	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	1	1	6
relative	Mefloquine	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	11	0.9090909090909091	6
relative	Mefloquine	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	11	0.09090909090909091	6
relative	Mefloquine	20	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	10	0.5	6
relative	Mefloquine	20	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	10	0.5	6
relative	Mefloquine	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	11	11	1	6
relative	Mefloquine	20	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	10	0.2	6
relative	Mefloquine	20	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	10	0.8	6
relative	Mefloquine	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	11	0.9090909090909091	6
relative	Mefloquine	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	11	0.09090909090909091	6
relative	Mefloquine	20	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	10	0.3	6
relative	Mefloquine	20	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	10	0.7	6
relative	Mefloquine	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	11	0.9090909090909091	6
relative	Mefloquine	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	11	0.09090909090909091	6
relative	Mefloquine	20	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	10	0.3	6
relative	Mefloquine	20	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	10	0.7	6
relative	Mefloquine	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	11	0.9090909090909091	6
relative	Mefloquine	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	11	0.09090909090909091	6
relative	Mefloquine	20	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	4	10	0.4	6
relative	Mefloquine	20	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	6	10	0.6	6
relative	Mefloquine	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	11	0.8181818181818182	6
relative	Mefloquine	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	11	0.18181818181818182	6
relative	Mefloquine	20	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	10	0.5	6
relative	Mefloquine	20	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	10	0.5	6
relative	Mefloquine	60	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Mefloquine	60	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	4	18	0.2222222222222222	6
relative	Mefloquine	60	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	14	18	0.7777777777777778	6
relative	Mefloquine	60	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Mefloquine	60	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	4	18	0.2222222222222222	6
relative	Mefloquine	60	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	14	18	0.7777777777777778	6
relative	Mefloquine	60	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Mefloquine	60	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	11	18	0.6111111111111112	6
relative	Mefloquine	60	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	18	0.3888888888888889	6
relative	Mefloquine	60	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Mefloquine	60	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	13	18	0.7222222222222222	6
relative	Mefloquine	60	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	18	0.2777777777777778	6
relative	Mefloquine	60	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Mefloquine	60	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	18	0.3888888888888889	6
relative	Mefloquine	60	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	18	0.6111111111111112	6
relative	Mefloquine	60	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
relative	Mefloquine	60	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	13	18	0.7222222222222222	6
relative	Mefloquine	60	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	18	0.2777777777777778	6
relative	Methotrexate	5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	14	18	0.7777777777777778	6
relative	Methotrexate	5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	18	0.2222222222222222	6
relative	Methotrexate	5	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	3	0.6666666666666666	6
relative	Methotrexate	5	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	3	0.3333333333333333	6
relative	Methotrexate	5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	14	18	0.7777777777777778	6
relative	Methotrexate	5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	18	0.2222222222222222	6
relative	Methotrexate	5	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	3	0.6666666666666666	6
relative	Methotrexate	5	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	3	0.3333333333333333	6
relative	Methotrexate	5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	16	18	0.8888888888888888	6
relative	Methotrexate	5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	18	0.1111111111111111	6
relative	Methotrexate	5	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	3	0.6666666666666666	6
relative	Methotrexate	5	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	3	0.3333333333333333	6
relative	Methotrexate	5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	15	18	0.8333333333333334	6
relative	Methotrexate	5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	18	0.16666666666666666	6
relative	Methotrexate	5	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	3	0.6666666666666666	6
relative	Methotrexate	5	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	3	0.3333333333333333	6
relative	Methotrexate	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	12	18	0.6666666666666666	6
relative	Methotrexate	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	18	0.3333333333333333	6
relative	Methotrexate	5	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	3	0.6666666666666666	6
relative	Methotrexate	5	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	3	0.3333333333333333	6
relative	Methotrexate	5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	15	18	0.8333333333333334	6
relative	Methotrexate	5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	18	0.16666666666666666	6
relative	Methotrexate	5	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	3	0.6666666666666666	6
relative	Methotrexate	5	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	3	0.3333333333333333	6
relative	Methotrexate	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	12	0.75	6
relative	Methotrexate	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	12	0.25	6
relative	Methotrexate	20	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	9	0.5555555555555556	6
relative	Methotrexate	20	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	9	0.4444444444444444	6
relative	Methotrexate	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	12	0.8333333333333334	6
