species	import_date	sample_id	plate_number	count	run	biol_repl	tech_repl	drug	concentration	control	NT_code	rare_species	rel_abundance	rel_to_standard_abundance	AUC	maxOD	finalOD	absolute_abundance
Veillonella parvula	11042019	E9LM1847	2	4071	LM1847	1	2	Aprepitant	5	FALSE	NT5017	FALSE	0.11750613364121806	1.4309314586994728	0.967666380396837	1.2109375	1.1279296875	0.13253865659727232
Akkermansia muciniphila	11042019	C7LM1857	1	0	LM1857	1	2	Ebselen	20	FALSE	NT5021	TRUE	0	0	0.8915644019307877	1.075681130171544	1.0060544904137236	0
Bacteroides fragilis	11042019	C7LM1857	1	2700	LM1857	1	2	Ebselen	20	FALSE	NT5003	FALSE	0.12523771974581382	1.9508670520231213	0.8915644019307877	1.075681130171544	1.0060544904137236	0.12599597031945145
Bacteroides thetaiotaomicron	11042019	C7LM1857	1	2840	LM1857	1	2	Ebselen	20	FALSE	NT5004	FALSE	0.13173152743633748	2.052023121387283	0.8915644019307877	1.075681130171544	1.0060544904137236	0.13252909470638596
Bacteroides uniformis	11042019	C7LM1857	1	138	LM1857	1	2	Ebselen	20	FALSE	NT5002	FALSE	0.006401039009230483	0.09971098265895952	0.8915644019307877	1.075681130171544	1.0060544904137236	0.00643979403854974
Bifidobacterium adolescentis	11042019	C7LM1857	1	0	LM1857	1	2	Ebselen	20	FALSE	NT5022	TRUE	0	0	0.8915644019307877	1.075681130171544	1.0060544904137236	0
Bifidobacterium longum subsp. longum	11042019	C7LM1857	1	0	LM1857	1	2	Ebselen	20	FALSE	NT5028	TRUE	0	0	0.8915644019307877	1.075681130171544	1.0060544904137236	0
Bilophila wadsworthia	11042019	C7LM1857	1	17	LM1857	1	2	Ebselen	20	FALSE	NT5036	TRUE	7.88533790992161e-4	0.01228323699421965	0.8915644019307877	1.075681130171544	1.0060544904137236	7.933079612706202e-4
Blautia obeum	11042019	C7LM1857	1	0	LM1857	1	2	Ebselen	20	FALSE	NT5069	TRUE	0	0	0.8915644019307877	1.075681130171544	1.0060544904137236	0
Clostridium perfringens	11042019	C7LM1857	1	1636	LM1857	1	2	Ebselen	20	FALSE	NT5032	FALSE	0.07588478129783385	1.1820809248554913	0.8915644019307877	1.075681130171544	1.0060544904137236	0.0763442249787491
Collinsella aerofaciens	11042019	C7LM1857	1	11	LM1857	1	2	Ebselen	20	FALSE	NT5073	FALSE	5.102277471125747e-4	0.007947976878612715	0.8915644019307877	1.075681130171544	1.0060544904137236	5.133169161162836e-4
Coprococcus comes	11042019	C7LM1857	1	243	LM1857	1	2	Ebselen	20	FALSE	NT5048	FALSE	0.011271394777123243	0.1755780346820809	0.8915644019307877	1.075681130171544	1.0060544904137236	0.01133963732875063
Dorea formicigenerans	11042019	C7LM1857	1	30	LM1857	1	2	Ebselen	20	FALSE	NT5076	FALSE	0.0013915302193979312	0.021676300578034678	0.8915644019307877	1.075681130171544	1.0060544904137236	0.0013999552257716829
Eggerthella lenta	11042019	C7LM1857	1	61	LM1857	1	2	Ebselen	20	FALSE	NT5024	FALSE	0.00282944477944246	0.04407514450867051	0.8915644019307877	1.075681130171544	1.0060544904137236	0.002846575625735755
Escherichia coli ED1a	11042019	C7LM1857	1	5597	LM1857	1	2	Ebselen	20	FALSE	NT5078	FALSE	0.25961315459900736	4.04407514450867	0.8915644019307877	1.075681130171544	1.0060544904137236	0.2611849799548036
Eubacterium rectale	11042019	C7LM1857	1	13	LM1857	1	2	Ebselen	20	FALSE	NT5009	FALSE	6.029964284057702e-4	0.009393063583815028	0.8915644019307877	1.075681130171544	1.0060544904137236	6.066472645010625e-4
Fusobacterium nucleatum subsp. nucleatum	11042019	C7LM1857	1	1384	LM1857	1	2	Ebselen	20	FALSE	NT5025	FALSE	0.06419592745489124	1	0.8915644019307877	1.075681130171544	1.0060544904137236	0.06458460108226698
Odoribacter splanchnicus	11042019	C7LM1857	1	4	LM1857	1	2	Ebselen	20	FALSE	NT5081	TRUE	1.8553736258639084e-4	0.002890173410404624	0.8915644019307877	1.075681130171544	1.0060544904137236	1.8666069676955772e-4
Parabacteroides distasonis	11042019	C7LM1857	1	0	LM1857	1	2	Ebselen	20	FALSE	NT5074	TRUE	0	0	0.8915644019307877	1.075681130171544	1.0060544904137236	0
Parabacteroides merdae	11042019	C7LM1857	1	305	LM1857	1	2	Ebselen	20	FALSE	NT5071	FALSE	0.014147223897212301	0.22037572254335258	0.8915644019307877	1.075681130171544	1.0060544904137236	0.014232878128678775
Prevotella copri	11042019	C7LM1857	1	0	LM1857	1	2	Ebselen	20	FALSE	NT5019	TRUE	0	0	0.8915644019307877	1.075681130171544	1.0060544904137236	0
Roseburia intestinalis	11042019	C7LM1857	1	108	LM1857	1	2	Ebselen	20	FALSE	NT5011	FALSE	0.005009508789832553	0.07803468208092486	0.8915644019307877	1.075681130171544	1.0060544904137236	0.005039838812778058
Ruminococcus bromii	11042019	C7LM1857	1	0	LM1857	1	2	Ebselen	20	FALSE	NT5045	TRUE	0	0	0.8915644019307877	1.075681130171544	1.0060544904137236	0
Ruminococcus gnavus	11042019	C7LM1857	1	1	LM1857	1	2	Ebselen	20	FALSE	NT5046	FALSE	4.638434064659771e-5	7.22543352601156e-4	0.8915644019307877	1.075681130171544	1.0060544904137236	4.666517419238943e-5
Ruminococcus torques	11042019	C7LM1857	1	0	LM1857	1	2	Ebselen	20	FALSE	NT5047	TRUE	0	0	0.8915644019307877	1.075681130171544	1.0060544904137236	0
Streptococcus parasanguinis	11042019	C7LM1857	1	233	LM1857	1	2	Ebselen	20	FALSE	NT5072	FALSE	0.010807551370657266	0.16835260115606934	0.8915644019307877	1.075681130171544	1.0060544904137236	0.010872985586826736
Streptococcus salivarius	11042019	C7LM1857	1	801	LM1857	1	2	Ebselen	20	FALSE	NT5038	FALSE	0.037153856857924765	0.5787572254335259	0.8915644019307877	1.075681130171544	1.0060544904137236	0.03737880452810393
Veillonella parvula	11042019	C7LM1857	1	4372	LM1857	1	2	Ebselen	20	FALSE	NT5017	FALSE	0.20279233730692517	3.1589595375722537	0.8915644019307877	1.075681130171544	1.0060544904137236	0.20402014156912657
Akkermansia muciniphila	11042019	E6LM1847	2	7	LM1847	1	1	Niclosamide	20	FALSE	NT5021	TRUE	4.5292785506308636e-4	0.007777777777777777	0.8576272320681694	1.001953125	0.9990234375	4.5248554270462633e-4
Bacteroides fragilis	11042019	E6LM1847	2	243	LM1847	1	1	Niclosamide	20	FALSE	NT5003	FALSE	0.01572306696861857	0.27	0.8576272320681694	1.001953125	0.9990234375	0.01570771241103203
Bacteroides thetaiotaomicron	11042019	E6LM1847	2	1586	LM1847	1	1	Niclosamide	20	FALSE	NT5004	FALSE	0.10262051116143643	1.7622222222222221	0.8576272320681694	1.001953125	0.9990234375	0.10252029581850534
Bacteroides uniformis	11042019	E6LM1847	2	954	LM1847	1	1	Niclosamide	20	FALSE	NT5002	FALSE	0.0617275962471692	1.0599999999999998	0.8576272320681694	1.001953125	0.9990234375	0.061667315391459074
Bifidobacterium adolescentis	11042019	E6LM1847	2	0	LM1847	1	1	Niclosamide	20	FALSE	NT5022	TRUE	0	0	0.8576272320681694	1.001953125	0.9990234375	0
Bifidobacterium longum subsp. longum	11042019	E6LM1847	2	0	LM1847	1	1	Niclosamide	20	FALSE	NT5028	TRUE	0	0	0.8576272320681694	1.001953125	0.9990234375	0
Bilophila wadsworthia	11042019	E6LM1847	2	18	LM1847	1	1	Niclosamide	20	FALSE	NT5036	TRUE	0.0011646716273050793	0.02	0.8576272320681694	1.001953125	0.9990234375	0.0011635342526690393
Blautia obeum	11042019	E6LM1847	2	18	LM1847	1	1	Niclosamide	20	FALSE	NT5069	TRUE	0.0011646716273050793	0.02	0.8576272320681694	1.001953125	0.9990234375	0.0011635342526690393
Clostridium perfringens	11042019	E6LM1847	2	1999	LM1847	1	1	Niclosamide	20	FALSE	NT5032	FALSE	0.12934325461015853	2.221111111111111	0.8576272320681694	1.001953125	0.9990234375	0.1292169428380783
Collinsella aerofaciens	11042019	E6LM1847	2	26	LM1847	1	1	Niclosamide	20	FALSE	NT5073	FALSE	0.0016823034616628922	0.028888888888888888	0.8576272320681694	1.001953125	0.9990234375	0.001680660587188612
Coprococcus comes	11042019	E6LM1847	2	88	LM1847	1	1	Niclosamide	20	FALSE	NT5048	FALSE	0.0056939501779359435	0.09777777777777778	0.8576272320681694	1.001953125	0.9990234375	0.0056883896797153026
Dorea formicigenerans	11042019	E6LM1847	2	7	LM1847	1	1	Niclosamide	20	FALSE	NT5076	FALSE	4.5292785506308636e-4	0.007777777777777777	0.8576272320681694	1.001953125	0.9990234375	4.5248554270462633e-4
Eggerthella lenta	11042019	E6LM1847	2	118	LM1847	1	1	Niclosamide	20	FALSE	NT5024	FALSE	0.0076350695567777415	0.1311111111111111	0.8576272320681694	1.001953125	0.9990234375	0.007627613434163701
Escherichia coli ED1a	11042019	E6LM1847	2	4655	LM1847	1	1	Niclosamide	20	FALSE	NT5078	FALSE	0.30119702361695244	5.172222222222222	0.8576272320681694	1.001953125	0.9990234375	0.3009028858985765
Eubacterium rectale	11042019	E6LM1847	2	900	LM1847	1	1	Niclosamide	20	FALSE	NT5009	FALSE	0.058233581365253966	1	0.8576272320681694	1.001953125	0.9990234375	0.05817671263345196
Fusobacterium nucleatum subsp. nucleatum	11042019	E6LM1847	2	1875	LM1847	1	1	Niclosamide	20	FALSE	NT5025	FALSE	0.12131996117761243	2.0833333333333335	0.8576272320681694	1.001953125	0.9990234375	0.12120148465302491
Odoribacter splanchnicus	11042019	E6LM1847	2	0	LM1847	1	1	Niclosamide	20	FALSE	NT5081	TRUE	0	0	0.8576272320681694	1.001953125	0.9990234375	0
Parabacteroides distasonis	11042019	E6LM1847	2	5	LM1847	1	1	Niclosamide	20	FALSE	NT5074	TRUE	3.2351989647363315e-4	0.005555555555555556	0.8576272320681694	1.001953125	0.9990234375	3.2320395907473314e-4
Parabacteroides merdae	11042019	E6LM1847	2	278	LM1847	1	1	Niclosamide	20	FALSE	NT5071	FALSE	0.017987706243934	0.3088888888888889	0.8576272320681694	1.001953125	0.9990234375	0.01797014012455516
Prevotella copri	11042019	E6LM1847	2	1	LM1847	1	1	Niclosamide	20	FALSE	NT5019	TRUE	6.470397929472663e-5	0.0011111111111111111	0.8576272320681694	1.001953125	0.9990234375	6.464079181494662e-5
Roseburia intestinalis	11042019	E6LM1847	2	321	LM1847	1	1	Niclosamide	20	FALSE	NT5011	FALSE	0.020769977353607246	0.35666666666666663	0.8576272320681694	1.001953125	0.9990234375	0.020749694172597866
Ruminococcus bromii	11042019	E6LM1847	2	0	LM1847	1	1	Niclosamide	20	FALSE	NT5045	TRUE	0	0	0.8576272320681694	1.001953125	0.9990234375	0
Ruminococcus gnavus	11042019	E6LM1847	2	400	LM1847	1	1	Niclosamide	20	FALSE	NT5046	FALSE	0.02588159171789065	0.4444444444444444	0.8576272320681694	1.001953125	0.9990234375	0.025856316725978646
Ruminococcus torques	11042019	E6LM1847	2	1	LM1847	1	1	Niclosamide	20	FALSE	NT5047	TRUE	6.470397929472663e-5	0.0011111111111111111	0.8576272320681694	1.001953125	0.9990234375	6.464079181494662e-5
Streptococcus parasanguinis	11042019	E6LM1847	2	18	LM1847	1	1	Niclosamide	20	FALSE	NT5072	FALSE	0.0011646716273050793	0.02	0.8576272320681694	1.001953125	0.9990234375	0.0011635342526690393
Streptococcus salivarius	11042019	E6LM1847	2	4	LM1847	1	1	Niclosamide	20	FALSE	NT5038	FALSE	2.588159171789065e-4	0.0044444444444444444	0.8576272320681694	1.001953125	0.9990234375	2.585631672597865e-4
Veillonella parvula	11042019	E6LM1847	2	848	LM1847	1	1	Niclosamide	20	FALSE	NT5017	FALSE	0.054868974441928176	0.9422222222222222	0.8576272320681694	1.001953125	0.9990234375	0.05481539145907473
Akkermansia muciniphila	11042019	E5LM1847	2	16	LM1847	1	1	Niclosamide	80	FALSE	NT5021	TRUE	0.0010834969865240061	0.021798365122615803	0.7719247370593024	0.8876953125	0.8730468750000001	9.459436581567008e-4
Bacteroides fragilis	11042019	E5LM1847	2	33	LM1847	1	1	Niclosamide	80	FALSE	NT5003	FALSE	0.002234712534705763	0.0449591280653951	0.7719247370593024	0.8876953125	0.8730468750000001	0.0019510087949481958
Bacteroides thetaiotaomicron	11042019	E5LM1847	2	1673	LM1847	1	1	Niclosamide	80	FALSE	NT5004	FALSE	0.1132931536534164	2.279291553133515	0.7719247370593024	0.8876953125	0.8730468750000001	0.09891023375601003
Bacteroides uniformis	11042019	E5LM1847	2	329	LM1847	1	1	Niclosamide	80	FALSE	NT5002	FALSE	0.02227940678539988	0.4482288828337875	0.7719247370593024	0.8876953125	0.8730468750000001	0.019450966470847163
Bifidobacterium adolescentis	11042019	E5LM1847	2	0	LM1847	1	1	Niclosamide	80	FALSE	NT5022	TRUE	0	0	0.7719247370593024	0.8876953125	0.8730468750000001	0
Bifidobacterium longum subsp. longum	11042019	E5LM1847	2	1	LM1847	1	1	Niclosamide	80	FALSE	NT5028	TRUE	6.771856165775038e-5	0.0013623978201634877	0.7719247370593024	0.8876953125	0.8730468750000001	5.91214786347938e-5
Bilophila wadsworthia	11042019	E5LM1847	2	14	LM1847	1	1	Niclosamide	80	FALSE	NT5036	TRUE	9.480598632085054e-4	0.01907356948228883	0.7719247370593024	0.8876953125	0.8730468750000001	8.277007008871132e-4
Blautia obeum	11042019	E5LM1847	2	8	LM1847	1	1	Niclosamide	80	FALSE	NT5069	TRUE	5.417484932620031e-4	0.010899182561307902	0.7719247370593024	0.8876953125	0.8730468750000001	4.729718290783504e-4
Clostridium perfringens	11042019	E5LM1847	2	1366	LM1847	1	1	Niclosamide	80	FALSE	NT5032	FALSE	0.09250355522448703	1.8610354223433243	0.7719247370593024	0.8876953125	0.8730468750000001	0.08075993981512833
Collinsella aerofaciens	11042019	E5LM1847	2	4	LM1847	1	1	Niclosamide	80	FALSE	NT5073	FALSE	2.7087424663100153e-4	0.005449591280653951	0.7719247370593024	0.8876953125	0.8730468750000001	2.364859145391752e-4
Coprococcus comes	11042019	E5LM1847	2	78	LM1847	1	1	Niclosamide	80	FALSE	NT5048	FALSE	0.00528204780930453	0.10626702997275204	0.7719247370593024	0.8876953125	0.8730468750000001	0.0046114753335139164
Dorea formicigenerans	11042019	E5LM1847	2	5	LM1847	1	1	Niclosamide	80	FALSE	NT5076	FALSE	3.3859280828875193e-4	0.006811989100817439	0.7719247370593024	0.8876953125	0.8730468750000001	2.95607393173969e-4
Eggerthella lenta	11042019	E5LM1847	2	103	LM1847	1	1	Niclosamide	80	FALSE	NT5024	FALSE	0.00697501185074829	0.14032697547683926	0.7719247370593024	0.8876953125	0.8730468750000001	0.006089512299383762
Escherichia coli ED1a	11042019	E5LM1847	2	5070	LM1847	1	1	Niclosamide	80	FALSE	NT5078	FALSE	0.34333310760479446	6.907356948228883	0.7719247370593024	0.8876953125	0.8730468750000001	0.29974589667840457
Eubacterium rectale	11042019	E5LM1847	2	1547	LM1847	1	1	Niclosamide	80	FALSE	NT5009	FALSE	0.10476061488453985	2.1076294277929155	0.7719247370593024	0.8876953125	0.8730468750000001	0.09146092744802602
Fusobacterium nucleatum subsp. nucleatum	11042019	E5LM1847	2	722	LM1847	1	1	Niclosamide	80	FALSE	NT5025	FALSE	0.04889280151689578	0.9836512261580382	0.7719247370593024	0.8876953125	0.8730468750000001	0.04268570757432113
Odoribacter splanchnicus	11042019	E5LM1847	2	0	LM1847	1	1	Niclosamide	80	FALSE	NT5081	TRUE	0	0	0.7719247370593024	0.8876953125	0.8730468750000001	0
Parabacteroides distasonis	11042019	E5LM1847	2	0	LM1847	1	1	Niclosamide	80	FALSE	NT5074	TRUE	0	0	0.7719247370593024	0.8876953125	0.8730468750000001	0
Parabacteroides merdae	11042019	E5LM1847	2	194	LM1847	1	1	Niclosamide	80	FALSE	NT5071	FALSE	0.013137400961603575	0.26430517711171664	0.7719247370593024	0.8876953125	0.8730468750000001	0.011469566855149998
Prevotella copri	11042019	E5LM1847	2	0	LM1847	1	1	Niclosamide	80	FALSE	NT5019	TRUE	0	0	0.7719247370593024	0.8876953125	0.8730468750000001	0
Roseburia intestinalis	11042019	E5LM1847	2	1310	LM1847	1	1	Niclosamide	80	FALSE	NT5011	FALSE	0.088711315771653	1.784741144414169	0.7719247370593024	0.8876953125	0.8730468750000001	0.07744913701157988
Ruminococcus bromii	11042019	E5LM1847	2	0	LM1847	1	1	Niclosamide	80	FALSE	NT5045	TRUE	0	0	0.7719247370593024	0.8876953125	0.8730468750000001	0
Ruminococcus gnavus	11042019	E5LM1847	2	567	LM1847	1	1	Niclosamide	80	FALSE	NT5046	FALSE	0.03839642445994447	0.7724795640326976	0.7719247370593024	0.8876953125	0.8730468750000001	0.033521878385928086
Ruminococcus torques	11042019	E5LM1847	2	2	LM1847	1	1	Niclosamide	80	FALSE	NT5047	TRUE	1.3543712331550077e-4	0.0027247956403269754	0.7719247370593024	0.8876953125	0.8730468750000001	1.182429572695876e-4
Streptococcus parasanguinis	11042019	E5LM1847	2	5	LM1847	1	1	Niclosamide	80	FALSE	NT5072	FALSE	3.3859280828875193e-4	0.006811989100817439	0.7719247370593024	0.8876953125	0.8730468750000001	2.95607393173969e-4
Streptococcus salivarius	11042019	E5LM1847	2	8	LM1847	1	1	Niclosamide	80	FALSE	NT5038	FALSE	5.417484932620031e-4	0.010899182561307902	0.7719247370593024	0.8876953125	0.8730468750000001	4.729718290783504e-4
Veillonella parvula	11042019	E5LM1847	2	572	LM1847	1	1	Niclosamide	80	FALSE	NT5017	FALSE	0.038735017268233224	0.7792915531335151	0.7719247370593024	0.8876953125	0.8730468750000001	0.033817485779102055
Akkermansia muciniphila	11042019	F9LM1857	1	0	LM1857	1	2	Loxapine	5	FALSE	NT5021	TRUE	0	0	0.9772348204522108	1.0908173562058527	1.0010090817356203	0
Bacteroides fragilis	11042019	F9LM1857	1	597	LM1857	1	2	Loxapine	5	FALSE	NT5003	FALSE	0.0279861241327583	0.9198767334360556	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.028014364419471468
Bacteroides thetaiotaomicron	11042019	F9LM1857	1	1299	LM1857	1	2	Loxapine	5	FALSE	NT5004	FALSE	0.06089443090193137	2.0015408320493067	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.0609558783599555
Bacteroides uniformis	11042019	F9LM1857	1	202	LM1857	1	2	Loxapine	5	FALSE	NT5002	FALSE	0.009469341833864617	0.3112480739599384	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.009478897173757515
Bifidobacterium adolescentis	11042019	F9LM1857	1	1	LM1857	1	2	Loxapine	5	FALSE	NT5022	TRUE	4.687792987061691e-5	0.0015408320493066256	0.9772348204522108	1.0908173562058527	1.0010090817356203	4.692523353345304e-5
Bifidobacterium longum subsp. longum	11042019	F9LM1857	1	0	LM1857	1	2	Loxapine	5	FALSE	NT5028	TRUE	0	0	0.9772348204522108	1.0908173562058527	1.0010090817356203	0
Bilophila wadsworthia	11042019	F9LM1857	1	2	LM1857	1	2	Loxapine	5	FALSE	NT5036	TRUE	9.375585974123383e-5	0.0030816640986132513	0.9772348204522108	1.0908173562058527	1.0010090817356203	9.385046706690608e-5
Blautia obeum	11042019	F9LM1857	1	13	LM1857	1	2	Loxapine	5	FALSE	NT5069	TRUE	6.094130883180198e-4	0.020030816640986132	0.9772348204522108	1.0908173562058527	1.0010090817356203	6.100280359348895e-4
Clostridium perfringens	11042019	F9LM1857	1	5164	LM1857	1	2	Loxapine	5	FALSE	NT5032	FALSE	0.24207762985186573	7.956856702619414	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.24232190596675152
Collinsella aerofaciens	11042019	F9LM1857	1	29	LM1857	1	2	Loxapine	5	FALSE	NT5073	FALSE	0.0013594599662478904	0.044684129429892146	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.0013608317724701383
Coprococcus comes	11042019	F9LM1857	1	148	LM1857	1	2	Loxapine	5	FALSE	NT5048	FALSE	0.006937933620851303	0.2280431432973806	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.00694493456295105
Dorea formicigenerans	11042019	F9LM1857	1	82	LM1857	1	2	Loxapine	5	FALSE	NT5076	FALSE	0.003843990249390587	0.1263482280431433	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.0038478691497431496
Eggerthella lenta	11042019	F9LM1857	1	236	LM1857	1	2	Loxapine	5	FALSE	NT5024	FALSE	0.011063191449465591	0.36363636363636365	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.011074355113894919
Escherichia coli ED1a	11042019	F9LM1857	1	4016	LM1857	1	2	Loxapine	5	FALSE	NT5078	FALSE	0.18826176636039751	6.187981510015408	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.1884517378703474
Eubacterium rectale	11042019	F9LM1857	1	78	LM1857	1	2	Loxapine	5	FALSE	NT5009	FALSE	0.0036564785299081195	0.1201848998459168	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.0036601682156093373
Fusobacterium nucleatum subsp. nucleatum	11042019	F9LM1857	1	3418	LM1857	1	2	Loxapine	5	FALSE	NT5025	FALSE	0.1602287642977686	5.266563944530047	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.1603904482173425
Odoribacter splanchnicus	11042019	F9LM1857	1	1	LM1857	1	2	Loxapine	5	FALSE	NT5081	TRUE	4.687792987061691e-5	0.0015408320493066256	0.9772348204522108	1.0908173562058527	1.0010090817356203	4.692523353345304e-5
Parabacteroides distasonis	11042019	F9LM1857	1	26	LM1857	1	2	Loxapine	5	FALSE	NT5074	TRUE	0.0012188261766360397	0.040061633281972264	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.001220056071869779
Parabacteroides merdae	11042019	F9LM1857	1	520	LM1857	1	2	Loxapine	5	FALSE	NT5071	FALSE	0.024376523532720795	0.8012326656394454	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.024401121437395583
Prevotella copri	11042019	F9LM1857	1	1	LM1857	1	2	Loxapine	5	FALSE	NT5019	TRUE	4.687792987061691e-5	0.0015408320493066256	0.9772348204522108	1.0908173562058527	1.0010090817356203	4.692523353345304e-5
Roseburia intestinalis	11042019	F9LM1857	1	306	LM1857	1	2	Loxapine	5	FALSE	NT5011	FALSE	0.014344646540408776	0.4714946070878275	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.014359121461236631
Ruminococcus bromii	11042019	F9LM1857	1	0	LM1857	1	2	Loxapine	5	FALSE	NT5045	TRUE	0	0	0.9772348204522108	1.0908173562058527	1.0010090817356203	0
Ruminococcus gnavus	11042019	F9LM1857	1	15	LM1857	1	2	Loxapine	5	FALSE	NT5046	FALSE	7.031689480592537e-4	0.023112480739599386	0.9772348204522108	1.0908173562058527	1.0010090817356203	7.038785030017956e-4
Ruminococcus torques	11042019	F9LM1857	1	0	LM1857	1	2	Loxapine	5	FALSE	NT5047	TRUE	0	0	0.9772348204522108	1.0908173562058527	1.0010090817356203	0
Streptococcus parasanguinis	11042019	F9LM1857	1	649	LM1857	1	2	Loxapine	5	FALSE	NT5072	FALSE	0.030423776486030375	1	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.030454476563211024
Streptococcus salivarius	11042019	F9LM1857	1	453	LM1857	1	2	Loxapine	5	FALSE	NT5038	FALSE	0.021235702231389462	0.6979969183359014	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.02125713079065423
Veillonella parvula	11042019	F9LM1857	1	3457	LM1857	1	2	Loxapine	5	FALSE	NT5017	FALSE	0.16205700356272268	5.326656394453005	0.9772348204522108	1.0908173562058527	1.0010090817356203	0.1622205323251472
Akkermansia muciniphila	11042019	E11LM1844	2	2	LM1844	1	2	Niclosamide	80	FALSE	NT5021	TRUE	6.977149834292691e-5	0.0025673940949935813	0.908403815008098	1.0216242191254203	1.0206631427198465	7.121319677096433e-5
Bacteroides fragilis	11042019	E11LM1844	2	40	LM1844	1	2	Niclosamide	80	FALSE	NT5003	FALSE	0.0013954299668585382	0.05134788189987163	0.908403815008098	1.0216242191254203	1.0206631427198465	0.0014242639354192868
Bacteroides thetaiotaomicron	11042019	E11LM1844	2	679	LM1844	1	2	Niclosamide	80	FALSE	NT5004	FALSE	0.023687423687423687	0.8716302952503209	0.908403815008098	1.0216242191254203	1.0206631427198465	0.024176880303742394
Bacteroides uniformis	11042019	E11LM1844	2	355	LM1844	1	2	Niclosamide	80	FALSE	NT5002	FALSE	0.012384440955869528	0.4557124518613607	0.908403815008098	1.0216242191254203	1.0206631427198465	0.012640342426846172
Bifidobacterium adolescentis	11042019	E11LM1844	2	0	LM1844	1	2	Niclosamide	80	FALSE	NT5022	TRUE	0	0	0.908403815008098	1.0216242191254203	1.0206631427198465	0
Bifidobacterium longum subsp. longum	11042019	E11LM1844	2	0	LM1844	1	2	Niclosamide	80	FALSE	NT5028	TRUE	0	0	0.908403815008098	1.0216242191254203	1.0206631427198465	0
Bilophila wadsworthia	11042019	E11LM1844	2	21	LM1844	1	2	Niclosamide	80	FALSE	NT5036	TRUE	7.326007326007326e-4	0.026957637997432605	0.908403815008098	1.0216242191254203	1.0206631427198465	7.477385660951256e-4
Blautia obeum	11042019	E11LM1844	2	2	LM1844	1	2	Niclosamide	80	FALSE	NT5069	TRUE	6.977149834292691e-5	0.0025673940949935813	0.908403815008098	1.0216242191254203	1.0206631427198465	7.121319677096433e-5
Clostridium perfringens	11042019	E11LM1844	2	3706	LM1844	1	2	Niclosamide	80	FALSE	NT5032	FALSE	0.12928658642944357	4.7573812580231065	0.908403815008098	1.0216242191254203	1.0206631427198465	0.13195805361659693
Collinsella aerofaciens	11042019	E11LM1844	2	11	LM1844	1	2	Niclosamide	80	FALSE	NT5073	FALSE	3.8374324088609804e-4	0.0141206675224647	0.908403815008098	1.0216242191254203	1.0206631427198465	3.916725822403039e-4
Coprococcus comes	11042019	E11LM1844	2	66	LM1844	1	2	Niclosamide	80	FALSE	NT5048	FALSE	0.002302459445316588	0.08472400513478819	0.908403815008098	1.0216242191254203	1.0206631427198465	0.0023500354934418233
Dorea formicigenerans	11042019	E11LM1844	2	6	LM1844	1	2	Niclosamide	80	FALSE	NT5076	FALSE	2.0931449502878074e-4	0.007702182284980745	0.908403815008098	1.0216242191254203	1.0206631427198465	2.1363959031289303e-4
Eggerthella lenta	11042019	E11LM1844	2	183	LM1844	1	2	Niclosamide	80	FALSE	NT5024	FALSE	0.006384092098377813	0.23491655969191272	0.908403815008098	1.0216242191254203	1.0206631427198465	0.006516007504543238
Escherichia coli ED1a	11042019	E11LM1844	2	14799	LM1844	1	2	Niclosamide	80	FALSE	NT5078	FALSE	0.5162742019884877	18.997432605905008	0.908403815008098	1.0216242191254203	1.0206631427198465	0.5269420495067507
Eubacterium rectale	11042019	E11LM1844	2	2368	LM1844	1	2	Niclosamide	80	FALSE	NT5009	FALSE	0.08260945403802547	3.0397946084724006	0.908403815008098	1.0216242191254203	1.0206631427198465	0.08431642497682179
Fusobacterium nucleatum subsp. nucleatum	11042019	E11LM1844	2	3066	LM1844	1	2	Niclosamide	80	FALSE	NT5025	FALSE	0.10695970695970695	3.9358151476251604	0.908403815008098	1.0216242191254203	1.0206631427198465	0.10916983064988833
Odoribacter splanchnicus	11042019	E11LM1844	2	0	LM1844	1	2	Niclosamide	80	FALSE	NT5081	TRUE	0	0	0.908403815008098	1.0216242191254203	1.0206631427198465	0
Parabacteroides distasonis	11042019	E11LM1844	2	0	LM1844	1	2	Niclosamide	80	FALSE	NT5074	TRUE	0	0	0.908403815008098	1.0216242191254203	1.0206631427198465	0
Parabacteroides merdae	11042019	E11LM1844	2	110	LM1844	1	2	Niclosamide	80	FALSE	NT5071	FALSE	0.0038374324088609802	0.14120667522464697	0.908403815008098	1.0216242191254203	1.0206631427198465	0.003916725822403039
