id	drug	concentration	community	technical_replicate	sample_type	plate_number	time_point	area_drug	IS	area_is	IS_count	y	time
MZ006A_Dienestrol_2000_C1_tech1_SN_P3_t2.5_POS	Dienestrol	20	C1	tech1	SN	P3	t2.5	383913	area_is_sulfamethoxazole	696539	42	0.9103617111742336	2.5
MZ006A_Dienestrol_2000_C1_tech2_SN_P3_t2.5_POS	Dienestrol	20	C1	tech2	SN	P3	t2.5	350718	area_is_sulfamethoxazole	637673	42	0.9084198810808949	2.5
MZ006A_Dienestrol_2000_C1_tech1_WC_P4_t2.5_POS	Dienestrol	20	C1	tech1	WC	P4	t2.5	437275	area_is_sulfamethoxazole	657507	42	1.0984514610131983	2.5
MZ006A_Dienestrol_2000_C1_tech2_WC_P4_t2.5_POS	Dienestrol	20	C1	tech2	WC	P4	t2.5	416281	area_is_sulfamethoxazole	677885	42	1.0142783798291501	2.5
MZ006A_Dienestrol_2000_C2_tech1_SN_P4_t2.5_POS	Dienestrol	20	C2	tech1	SN	P4	t2.5	396497	area_is_sulfamethoxazole	669940	42	1.0090661301193569	2.5
MZ006A_Dienestrol_2000_C2_tech2_SN_P4_t2.5_POS	Dienestrol	20	C2	tech2	SN	P4	t2.5	316776	area_is_sulfamethoxazole	660329	42	0.8179137930545826	2.5
MZ006A_Dienestrol_2000_C2_tech1_WC_P4_t2.5_POS	Dienestrol	20	C2	tech1	WC	P4	t2.5	422569	area_is_sulfamethoxazole	676174	42	1.065503298706886	2.5
MZ006A_Dienestrol_2000_C2_tech2_WC_P5_t2.5_POS	Dienestrol	20	C2	tech2	WC	P5	t2.5	314540	area_is_sulfamethoxazole	721241	42	0.7435515921480778	2.5
MZ006A_Mecillinam_2000_C1_tech1_SN_P3_t2.5_POS	Mecillinam	20	C1	tech1	SN	P3	t2.5	4257288	area_is_caffeine	233103	44	0.8097932476615965	2.5
MZ006A_Mecillinam_2000_C1_tech2_SN_P3_t2.5_POS	Mecillinam	20	C1	tech2	SN	P3	t2.5	3819481	area_is_caffeine	219587	44	0.7712349672309764	2.5
MZ006A_Mecillinam_2000_C1_tech1_WC_P4_t2.5_POS	Mecillinam	20	C1	tech1	WC	P4	t2.5	4049905	area_is_caffeine	224281	44	0.8006474697484361	2.5
MZ006A_Mecillinam_2000_C1_tech2_WC_P4_t2.5_POS	Mecillinam	20	C1	tech2	WC	P4	t2.5	3751985	area_is_caffeine	224346	44	0.7415351569301429	2.5
MZ006A_Mecillinam_2000_C2_tech1_SN_P4_t2.5_POS	Mecillinam	20	C2	tech1	SN	P4	t2.5	4096159	area_is_caffeine	218094	44	0.8309666170409492	2.5
MZ006A_Mecillinam_2000_C2_tech2_SN_P4_t2.5_POS	Mecillinam	20	C2	tech2	SN	P4	t2.5	3904093	area_is_caffeine	215585	44	0.8012205927484753	2.5
MZ006A_Mecillinam_2000_C2_tech1_WC_P4_t2.5_POS	Mecillinam	20	C2	tech1	WC	P4	t2.5	4106044	area_is_caffeine	226401	44	0.8024089177804351	2.5
MZ006A_Mecillinam_2000_C2_tech2_WC_P5_t2.5_POS	Mecillinam	20	C2	tech2	WC	P5	t2.5	3950629	area_is_caffeine	240645	44	0.7263398857465456	2.5
MZ006A_Aprepitant_0500_C1_tech1_SN_P1_t2.5_POS	Aprepitant	5	C1	tech1	SN	P1	t2.5	1965941	area_is_2-amino-cpb	319247	88	0.18400583835491394	2.5
MZ006A_Aprepitant_0500_C1_tech1_WC_P1_t2.5_POS	Aprepitant	5	C1	tech1	WC	P1	t2.5	2267819	area_is_2-amino-cpb	376046	88	0.18020023952479663	2.5
MZ006A_Aprepitant_0500_C1_tech2_SN_P1_t2.5_POS	Aprepitant	5	C1	tech2	SN	P1	t2.5	1413611	area_is_2-amino-cpb	367572	88	0.11491466158891585	2.5
MZ006A_Aprepitant_0500_C1_tech2_WC_P2_t2.5_POS	Aprepitant	5	C1	tech2	WC	P2	t2.5	2290939	area_is_2-amino-cpb	387424	88	0.1766912131706553	2.5
MZ006A_Aprepitant_0500_C2_tech1_SN_P2_t2.5_POS	Aprepitant	5	C2	tech1	SN	P2	t2.5	1713135	area_is_2-amino-cpb	355139	88	0.6752935863319589	2.5
MZ006A_Aprepitant_0500_C2_tech1_WC_P2_t2.5_POS	Aprepitant	5	C2	tech1	WC	P2	t2.5	2157136	area_is_2-amino-cpb	333787	88	0.9047060884221199	2.5
MZ006A_Aprepitant_0500_C2_tech2_SN_P2_t2.5_POS	Aprepitant	5	C2	tech2	SN	P2	t2.5	1366920	area_is_2-amino-cpb	339650	88	0.5633922693355486	2.5
MZ006A_Aprepitant_0500_C2_tech2_WC_P2_t2.5_POS	Aprepitant	5	C2	tech2	WC	P2	t2.5	1707462	area_is_2-amino-cpb	288237	88	0.8292791047443145	2.5
MZ006A_Mefloquine_2000_C1_tech1_SN_P3_t2.5_POS	Mefloquine	20	C1	tech1	SN	P3	t2.5	15767030	area_is_caffeine	208851	44	0.7730185109112827	2.5
MZ006A_Mefloquine_2000_C1_tech1_WC_P4_t2.5_POS	Mefloquine	20	C1	tech1	WC	P4	t2.5	16999115	area_is_caffeine	229617	44	0.7580517109776082	2.5
MZ006A_Mefloquine_2000_C1_tech2_SN_P3_t2.5_POS	Mefloquine	20	C1	tech2	SN	P3	t2.5	16965339	area_is_caffeine	221484	44	0.7843262362640597	2.5
MZ006A_Mefloquine_2000_C1_tech2_WC_P4_t2.5_POS	Mefloquine	20	C1	tech2	WC	P4	t2.5	19917818	area_is_caffeine	231569	44	0.8807200803316575	2.5
MZ006A_Mefloquine_2000_C2_tech1_SN_P4_t2.5_POS	Mefloquine	20	C2	tech1	SN	P4	t2.5	17807473	area_is_caffeine	223228	44	0.7961687939963743	2.5
MZ006A_Mefloquine_2000_C2_tech1_WC_P4_t2.5_POS	Mefloquine	20	C2	tech1	WC	P4	t2.5	20522284	area_is_caffeine	236143	44	0.8673654965215726	2.5
MZ006A_Mefloquine_2000_C2_tech2_SN_P4_t2.5_POS	Mefloquine	20	C2	tech2	SN	P4	t2.5	16011888	area_is_caffeine	235247	44	0.6793130768539415	2.5
MZ006A_Mefloquine_2000_C2_tech2_WC_P5_t2.5_POS	Mefloquine	20	C2	tech2	WC	P5	t2.5	17105954	area_is_caffeine	229728	44	0.7431643928654674	2.5
MZ006A_Methotrexate_2000_C1_tech1_SN_P3_t2.5_POS	Methotrexate	20	C1	tech1	SN	P3	t2.5	1573302	area_is_sulfamethoxazole	690844	44	1.0179655191810797	2.5
MZ006A_Methotrexate_2000_C1_tech1_WC_P4_t2.5_POS	Methotrexate	20	C1	tech1	WC	P4	t2.5	1578056	area_is_sulfamethoxazole	674581	44	1.045657047907267	2.5
MZ006A_Methotrexate_2000_C1_tech2_SN_P3_t2.5_POS	Methotrexate	20	C1	tech2	SN	P3	t2.5	1400798	area_is_sulfamethoxazole	667881	44	0.9375131915306169	2.5
MZ006A_Methotrexate_2000_C1_tech2_WC_P4_t2.5_POS	Methotrexate	20	C1	tech2	WC	P4	t2.5	1463955	area_is_sulfamethoxazole	683969	44	0.9567363439561372	2.5
MZ006A_Methotrexate_2000_C2_tech1_SN_P4_t2.5_POS	Methotrexate	20	C2	tech1	SN	P4	t2.5	1657718	area_is_sulfamethoxazole	683840	44	1.0352410721892789	2.5
MZ006A_Methotrexate_2000_C2_tech1_WC_P4_t2.5_POS	Methotrexate	20	C2	tech1	WC	P4	t2.5	1634807	area_is_sulfamethoxazole	669801	44	1.0423319213131341	2.5
MZ006A_Methotrexate_2000_C2_tech2_SN_P4_t2.5_POS	Methotrexate	20	C2	tech2	SN	P4	t2.5	1417281	area_is_sulfamethoxazole	657370	44	0.9207281591690475	2.5
MZ006A_Methotrexate_2000_C2_tech2_WC_P5_t2.5_POS	Methotrexate	20	C2	tech2	WC	P5	t2.5	1402112	area_is_sulfamethoxazole	681409	44	0.8787395673870488	2.5
MZ006A_Oxolinic acid_2000_C1_tech1_SN_P3_t2.5_POS	Oxolinic acid	20	C1	tech1	SN	P3	t2.5	2809590	area_is_sulfamethoxazole	642802	43	1.009224055507298	2.5
MZ006A_Oxolinic acid_2000_C1_tech2_SN_P3_t2.5_POS	Oxolinic acid	20	C1	tech2	SN	P3	t2.5	3031575	area_is_sulfamethoxazole	710055	43	0.985821286680623	2.5
MZ006A_Oxolinic acid_2000_C1_tech1_WC_P4_t2.5_POS	Oxolinic acid	20	C1	tech1	WC	P4	t2.5	2891776	area_is_sulfamethoxazole	638189	43	1.0462541634989981	2.5
MZ006A_Oxolinic acid_2000_C1_tech2_WC_P4_t2.5_POS	Oxolinic acid	20	C1	tech2	WC	P4	t2.5	3037380	area_is_sulfamethoxazole	634913	43	1.1046044132508268	2.5
MZ006A_Oxolinic acid_2000_C2_tech1_SN_P4_t2.5_POS	Oxolinic acid	20	C2	tech1	SN	P4	t2.5	1995110	area_is_sulfamethoxazole	663005	43	0.9233982290167746	2.5
MZ006A_Oxolinic acid_2000_C2_tech2_SN_P4_t2.5_POS	Oxolinic acid	20	C2	tech2	SN	P4	t2.5	2253062	area_is_sulfamethoxazole	908360	43	0.7611217571244759	2.5
MZ006A_Oxolinic acid_2000_C2_tech1_WC_P4_t2.5_POS	Oxolinic acid	20	C2	tech1	WC	P4	t2.5	1941883	area_is_sulfamethoxazole	680504	43	0.8756516551629497	2.5
MZ006A_Oxolinic acid_2000_C2_tech2_WC_P5_t2.5_POS	Oxolinic acid	20	C2	tech2	WC	P5	t2.5	2673523	area_is_sulfamethoxazole	662020	43	1.2392296908530929	2.5
MZ006A_Simvastatin_2000_C1_tech1_SN_P3_t2.5_POS	Simvastatin	20	C1	tech1	SN	P3	t2.5	856115	area_is_warfarin	4323052	43	0.4748754574066676	2.5
MZ006A_Simvastatin_2000_C1_tech2_SN_P3_t2.5_POS	Simvastatin	20	C1	tech2	SN	P3	t2.5	861921	area_is_warfarin	4056548	43	0.5095055520171221	2.5
MZ006A_Simvastatin_2000_C1_tech1_WC_P4_t2.5_POS	Simvastatin	20	C1	tech1	WC	P4	t2.5	891697	area_is_warfarin	3083419	43	0.6934622738443501	2.5
MZ006A_Simvastatin_2000_C1_tech2_WC_P4_t2.5_POS	Simvastatin	20	C1	tech2	WC	P4	t2.5	1100470	area_is_warfarin	4087776	43	0.6455489754258299	2.5
MZ006A_Simvastatin_2000_C2_tech1_SN_P4_t2.5_POS	Simvastatin	20	C2	tech1	SN	P4	t2.5	1103865	area_is_warfarin	3590690	43	0.8837044542467545	2.5
MZ006A_Simvastatin_2000_C2_tech2_SN_P4_t2.5_POS	Simvastatin	20	C2	tech2	SN	P4	t2.5	921453	area_is_warfarin	3862666	43	0.6857329595622018	2.5
MZ006A_Simvastatin_2000_C2_tech1_WC_P4_t2.5_POS	Simvastatin	20	C2	tech1	WC	P4	t2.5	1310159	area_is_warfarin	4276676	43	0.8806161538855037	2.5
MZ006A_Simvastatin_2000_C2_tech2_WC_P5_t2.5_POS	Simvastatin	20	C2	tech2	WC	P5	t2.5	853219	area_is_warfarin	4140845	43	0.5922983686189305	2.5
MZ006A_Tamoxifen_2000_C1_tech1_SN_P3_t2.5_POS	Tamoxifen	20	C1	tech1	SN	P3	t2.5	4208371	area_is_sulfamethoxazole	652443	43	0.3529265669985346	2.5
MZ006A_Tamoxifen_2000_C1_tech2_SN_P3_t2.5_POS	Tamoxifen	20	C1	tech2	SN	P3	t2.5	4325219	area_is_sulfamethoxazole	656449	43	0.3605122442607003	2.5
MZ006A_Tamoxifen_2000_C1_tech1_WC_P4_t2.5_POS	Tamoxifen	20	C1	tech1	WC	P4	t2.5	4661350	area_is_sulfamethoxazole	663928	43	0.38415247642395844	2.5
MZ006A_Tamoxifen_2000_C1_tech2_WC_P4_t2.5_POS	Tamoxifen	20	C1	tech2	WC	P4	t2.5	10186692	area_is_sulfamethoxazole	649259	43	0.8584758949540451	2.5
MZ006A_Tamoxifen_2000_C2_tech1_SN_P4_t2.5_POS	Tamoxifen	20	C2	tech1	SN	P4	t2.5	10707005	area_is_sulfamethoxazole	701810	43	0.6814738070648618	2.5
MZ006A_Tamoxifen_2000_C2_tech2_SN_P4_t2.5_POS	Tamoxifen	20	C2	tech2	SN	P4	t2.5	7381723	area_is_sulfamethoxazole	667988	43	0.4936166476422074	2.5
MZ006A_Tamoxifen_2000_C2_tech1_WC_P4_t2.5_POS	Tamoxifen	20	C2	tech1	WC	P4	t2.5	13300798	area_is_sulfamethoxazole	707506	43	0.839746660326657	2.5
MZ006A_Tamoxifen_2000_C2_tech2_WC_P5_t2.5_POS	Tamoxifen	20	C2	tech2	WC	P5	t2.5	7077421	area_is_sulfamethoxazole	689966	43	0.4581925831271803	2.5
SD006_Niclosamide_20_C1_SN_tech1_t2.5_P3-F8	Niclosamide	20	C1	tech1	SN	P3	t2.5	619750	area_is_13c-niclosamide	2987691	44	0.3972665604581096	2.5
SD006_Niclosamide_20_C1_SN_tech2_t2.5_P3-A11	Niclosamide	20	C1	tech2	SN	P3	t2.5	460478	area_is_13c-niclosamide	3143583	44	0.2805337441879622	2.5
SD006_Niclosamide_20_C1_WC_tech1_t2.5_P4-B2	Niclosamide	20	C1	tech1	WC	P4	t2.5	396073	area_is_13c-niclosamide	2805783	44	0.27034747145938054	2.5
SD006_Niclosamide_20_C1_WC_tech2_t2.5_P4-E4	Niclosamide	20	C1	tech2	WC	P4	t2.5	389839	area_is_13c-niclosamide	3171608	44	0.2354002573868064	2.5
SD006_Niclosamide_20_C2_SN_tech1_t2.5_P4-H6	Niclosamide	20	C2	tech1	SN	P4	t2.5	547573	area_is_13c-niclosamide	3028778	44	0.29334613722555714	2.5
SD006_Niclosamide_20_C2_SN_tech2_t2.5_P4-C9	Niclosamide	20	C2	tech2	SN	P4	t2.5	519439	area_is_13c-niclosamide	2892250	44	0.29141004256077396	2.5
SD006_Niclosamide_20_C2_WC_tech2_t2.5_P5-G2	Niclosamide	20	C2	tech2	WC	P5	t2.5	550850	area_is_13c-niclosamide	2488931	44	0.35910899798143825	2.5
SD002_Nifurtimox_20_C1_SN_tech1_t2.5_P3-G8	Nifurtimox	20	C1	tech1	SN	P3	t2.5	0	area_is_sulfamethoxazole	375736	43	0	2.5
SD002_Nifurtimox_20_C1_SN_tech2_t2.5_P3-B11	Nifurtimox	20	C1	tech2	SN	P3	t2.5	0	area_is_sulfamethoxazole	387399	43	0	2.5
SD002_Nifurtimox_20_C1_WC_tech1_t2.5_P4-C2	Nifurtimox	20	C1	tech1	WC	P4	t2.5	0	area_is_sulfamethoxazole	374353	43	0	2.5
SD002_Nifurtimox_20_C1_WC_tech2_t2.5_P4-F4	Nifurtimox	20	C1	tech2	WC	P4	t2.5	0	area_is_sulfamethoxazole	366974	43	0	2.5
SD002_Nifurtimox_20_C2_SN_tech1_t2.5_P4-A7	Nifurtimox	20	C2	tech1	SN	P4	t2.5	0	area_is_sulfamethoxazole	367401	43	0	2.5
SD002_Nifurtimox_20_C2_SN_tech2_t2.5_P4-D9	Nifurtimox	20	C2	tech2	SN	P4	t2.5	0	area_is_sulfamethoxazole	380943	43	0	2.5
SD002_Nifurtimox_20_C2_WC_tech2_t2.5_P5-H2	Nifurtimox	20	C2	tech2	WC	P5	t2.5	0	area_is_sulfamethoxazole	363886	43	0	2.5
MZ006A_Chlorpromazine_2000_C1_tech1_SN_P3_t2.5_POS	Chlorpromazine	20	C1	tech1	SN	P3	t2.5	48655939	none	1	NA	0.7676005613448992	2.5
MZ006A_Chlorpromazine_2000_C1_tech2_SN_P3_t2.5_POS	Chlorpromazine	20	C1	tech2	SN	P3	t2.5	47116774	none	1	NA	0.7433185529758403	2.5
MZ006A_Chlorpromazine_2000_C1_tech1_WC_P4_t2.5_POS	Chlorpromazine	20	C1	tech1	WC	P4	t2.5	52264630	none	1	NA	0.8245316019177733	2.5
MZ006A_Chlorpromazine_2000_C2_tech1_SN_P4_t2.5_POS	Chlorpromazine	20	C2	tech1	SN	P4	t2.5	51807662	none	1	NA	0.9351794378678933	2.5
MZ006A_Chlorpromazine_2000_C2_tech1_WC_P4_t2.5_POS	Chlorpromazine	20	C2	tech1	WC	P4	t2.5	50307290	none	1	NA	0.908096242267352	2.5
MZ006A_Chlorpromazine_2000_C2_tech2_WC_P5_t2.5_POS	Chlorpromazine	20	C2	tech2	WC	P5	t2.5	44630638	none	1	NA	0.8056270703071957	2.5
MZ006A_Ebselen_2000_C1_tech1_SN_P3_t2.5_POS	Ebselen	20	C1	tech1	SN	P3	t2.5	169857	none	1	NA	0.24101533012844162	2.5
MZ006A_Ebselen_2000_C1_tech2_SN_P3_t2.5_POS	Ebselen	20	C1	tech2	SN	P3	t2.5	290414	none	1	NA	0.41207737145905815	2.5
MZ006A_Ebselen_2000_C1_tech1_WC_P4_t2.5_POS	Ebselen	20	C1	tech1	WC	P4	t2.5	451019	none	1	NA	0.6399647537587477	2.5
MZ006A_Ebselen_2000_C1_tech2_WC_P4_t2.5_POS	Ebselen	20	C1	tech2	WC	P4	t2.5	755006	none	1	NA	1.0713012730647202	2.5
MZ006A_Ebselen_2000_C2_tech1_SN_P4_t2.5_POS	Ebselen	20	C2	tech1	SN	P4	t2.5	105851	none	1	NA	0.14292021657237758	2.5
MZ006A_Ebselen_2000_C2_tech2_SN_P4_t2.5_POS	Ebselen	20	C2	tech2	SN	P4	t2.5	126991	none	1	NA	0.17146348379082674	2.5
MZ006A_Ebselen_2000_C2_tech1_WC_P4_t2.5_POS	Ebselen	20	C2	tech1	WC	P4	t2.5	789881	none	1	NA	1.0664987915693396	2.5
MZ006A_Ebselen_2000_C2_tech2_WC_P5_t2.5_POS	Ebselen	20	C2	tech2	WC	P5	t2.5	296252	none	1	NA	0.4	2.5
MZ006A_Azithromycin_0250_C1_tech1_SN_P1_t2.5_POS	Azithromycin	2.5	C1	tech1	SN	P1	t2.5	2374663	none	1	NA	1.0590080525021446	2.5
MZ006A_Azithromycin_0250_C1_tech2_SN_P1_t2.5_POS	Azithromycin	2.5	C1	tech2	SN	P1	t2.5	2244086	none	1	NA	1.0007757498673822	2.5
MZ006A_Azithromycin_0250_C1_tech1_WC_P1_t2.5_POS	Azithromycin	2.5	C1	tech1	WC	P1	t2.5	2319942	none	1	NA	1.034604598352663	2.5
MZ006A_Azithromycin_0250_C1_tech2_WC_P2_t2.5_POS	Azithromycin	2.5	C1	tech2	WC	P2	t2.5	2264209	none	1	NA	1.0097498312593527	2.5
MZ006A_Azithromycin_0250_C2_tech1_SN_P2_t2.5_POS	Azithromycin	2.5	C2	tech1	SN	P2	t2.5	2857576	none	1	NA	0.9955023303541055	2.5
MZ006A_Azithromycin_0250_C2_tech2_SN_P2_t2.5_POS	Azithromycin	2.5	C2	tech2	SN	P2	t2.5	2304102	none	1	NA	0.8026869312919604	2.5
MZ006A_Azithromycin_0250_C2_tech1_WC_P2_t2.5_POS	Azithromycin	2.5	C2	tech1	WC	P2	t2.5	2849152	none	1	NA	0.9925676361829258	2.5
MZ006A_Azithromycin_0250_C2_tech2_WC_P2_t2.5_POS	Azithromycin	2.5	C2	tech2	WC	P2	t2.5	2330062	none	1	NA	0.8117306944310659	2.5
MZ006A_Chlorpromazine_0500_C1_tech1_SN_P1_t2.5_POS	Chlorpromazine	5	C1	tech1	SN	P1	t2.5	31002941	none	1	NA	0.9205003079969073	2.5
MZ006A_Chlorpromazine_0500_C1_tech2_SN_P1_t2.5_POS	Chlorpromazine	5	C1	tech2	SN	P1	t2.5	27514957	none	1	NA	0.8169394765813237	2.5
MZ006A_Chlorpromazine_0500_C1_tech1_WC_P1_t2.5_POS	Chlorpromazine	5	C1	tech1	WC	P1	t2.5	32722538	none	1	NA	0.97155641806499915	2.5
MZ006A_Chlorpromazine_0500_C1_tech2_WC_P2_t2.5_POS	Chlorpromazine	5	C1	tech2	WC	P2	t2.5	29315366	none	1	NA	0.8703949548541883	2.5
MZ006A_Chlorpromazine_0500_C2_tech1_SN_P2_t2.5_POS	Chlorpromazine	5	C2	tech1	SN	P2	t2.5	28359487	none	1	NA	0.8651018289944	2.5
MZ006A_Chlorpromazine_0500_C2_tech2_SN_P2_t2.5_POS	Chlorpromazine	5	C2	tech2	SN	P2	t2.5	26717547	none	1	NA	0.815014699523438	2.5
MZ006A_Chlorpromazine_0500_C2_tech1_WC_P2_t2.5_POS	Chlorpromazine	5	C2	tech1	WC	P2	t2.5	29925497	none	1	NA	0.9128727253869731	2.5
MZ006A_Chlorpromazine_0500_C2_tech2_WC_P2_t2.5_POS	Chlorpromazine	5	C2	tech2	WC	P2	t2.5	29235488	none	1	NA	0.8918241059982445	2.5
MZ006A_Doxycycline_0250_C1_tech1_SN_P1_t2.5_POS	Doxycycline	2.5	C1	tech1	SN	P1	t2.5	519658	none	1	NA	0.722632949413691	2.5
MZ006A_Doxycycline_0250_C1_tech2_SN_P1_t2.5_POS	Doxycycline	2.5	C1	tech2	SN	P1	t2.5	486177	none	1	NA	0.6760744940847636	2.5
MZ006A_Doxycycline_0250_C1_tech1_WC_P2_t2.5_POS	Doxycycline	2.5	C1	tech1	WC	P2	t2.5	550770	none	1	NA	0.765897089140509	2.5
MZ006A_Doxycycline_0250_C1_tech2_WC_P2_t2.5_POS	Doxycycline	2.5	C1	tech2	WC	P2	t2.5	482615	none	1	NA	0.6711212006382823	2.5
MZ006A_Doxycycline_0250_C2_tech1_SN_P2_t2.5_POS	Doxycycline	2.5	C2	tech1	SN	P2	t2.5	580413	none	1	NA	0.833978248656167	2.5
MZ006A_Doxycycline_0250_C2_tech2_SN_P2_t2.5_POS	Doxycycline	2.5	C2	tech2	SN	P2	t2.5	500762	none	1	NA	0.7195300859104801	2.5
MZ006A_Doxycycline_0250_C2_tech1_WC_P2_t2.5_POS	Doxycycline	2.5	C2	tech1	WC	P2	t2.5	596427	none	1	NA	0.8569882909432623	2.5
MZ006A_Doxycycline_0250_C2_tech2_WC_P2_t2.5_POS	Doxycycline	2.5	C2	tech2	WC	P2	t2.5	517971	none	1	NA	0.7442571883033003	2.5
MZ006A_Olanzapine_0500_C1_tech1_SN_P1_t2.5_POS	Olanzapine	5	C1	tech1	SN	P1	t2.5	5279332	none	1	NA	1.0513159890047905	2.5
MZ006A_Olanzapine_0500_C1_tech2_SN_P1_t2.5_POS	Olanzapine	5	C1	tech2	SN	P1	t2.5	4531643	none	1	NA	0.9024226440696732	2.5
MZ006A_Olanzapine_0500_C1_tech1_WC_P1_t2.5_POS	Olanzapine	5	C1	tech1	WC	P1	t2.5	5545450	none	1	NA	1.1043102141003096	2.5
MZ006A_Olanzapine_0500_C1_tech2_WC_P2_t2.5_POS	Olanzapine	5	C1	tech2	WC	P2	t2.5	4567679	none	1	NA	0.909598783585009	2.5
MZ006A_Olanzapine_0500_C2_tech1_SN_P2_t2.5_POS	Olanzapine	5	C2	tech1	SN	P2	t2.5	5683081	none	1	NA	1.0203664612856076	2.5
MZ006A_Olanzapine_0500_C2_tech2_SN_P2_t2.5_POS	Olanzapine	5	C2	tech2	SN	P2	t2.5	4596103	none	1	NA	0.8252054394111512	2.5
MZ006A_Olanzapine_0500_C2_tech1_WC_P2_t2.5_POS	Olanzapine	5	C2	tech1	WC	P2	t2.5	5710264	none	1	NA	1.0252470219387333	2.5
MZ006A_Olanzapine_0500_C2_tech2_WC_P2_t2.5_POS	Olanzapine	5	C2	tech2	WC	P2	t2.5	4921092	none	1	NA	0.8835554569257261	2.5
MZ006A_Sertindole_8000_C1_tech1_SN_P3_t5_POS.d	Sertindole	80	C1	tech1	SN	P3	t5	2759191	area_is_warfarin	1694667	43	0.7313552559008613	5
MZ006A_Sertindole_8000_C1_tech2_SN_P3_t5_POS.d	Sertindole	80	C1	tech2	SN	P3	t5	2895612	area_is_warfarin	1728275	43	0.7525901234428936	5
MZ006A_Sertindole_8000_C1_tech1_WC_P3_t5_POS.d	Sertindole	80	C1	tech1	WC	P3	t5	2776959	area_is_warfarin	1629302	43	0.7655946179363555	5
MZ006A_Sertindole_8000_C1_tech2_WC_P3_t5_POS.d	Sertindole	80	C1	tech2	WC	P3	t5	3404355	area_is_warfarin	1578421	43	0.9688197542967519	5
MZ006A_Sertindole_8000_C2_tech1_SN_P3_t5_POS.d	Sertindole	80	C2	tech1	SN	P3	t5	2906902	area_is_warfarin	1649785	43	1.0036195942764334	5
MZ006A_Sertindole_8000_C2_tech2_WC_P4_t5_POS.d	Sertindole	80	C2	tech2	WC	P4	t5	1935153	area_is_warfarin	1572487	43	0.7009617748299237	5
MZ006A_Amlodipine_8000_C1_tech1_SN_P3_t5_POS.d	Amlodipine	80	C1	tech1	SN	P3	t5	1875921	area_is_caffeine	162532	44	1.3573163877810748	5
MZ006A_Amlodipine_8000_C1_tech2_SN_P3_t5_POS.d	Amlodipine	80	C1	tech2	SN	P3	t5	1297646	area_is_caffeine	163304	44	0.9344688668309165	5
MZ006A_Amlodipine_8000_C1_tech1_WC_P3_t5_POS.d	Amlodipine	80	C1	tech1	WC	P3	t5	1945629	area_is_caffeine	164435	44	1.3914615025657853	5
MZ006A_Amlodipine_8000_C1_tech2_WC_P3_t5_POS.d	Amlodipine	80	C1	tech2	WC	P3	t5	1237441	area_is_caffeine	163539	44	0.8898331695667077	5
MZ006A_Amlodipine_8000_C2_tech1_SN_P3_t5_POS.d	Amlodipine	80	C2	tech1	SN	P3	t5	1440876	area_is_caffeine	153036	44	1.067460943138673	5
MZ006A_Amlodipine_8000_C2_tech2_SN_P3_t5_POS.d	Amlodipine	80	C2	tech2	SN	P3	t5	1886122	area_is_caffeine	171357	44	1.2479205097937822	5
MZ006A_Amlodipine_8000_C2_tech1_WC_P3_t5_POS.d	Amlodipine	80	C2	tech1	WC	P3	t5	1884712	area_is_caffeine	168684	44	1.2667476193591332	5
MZ006A_Amlodipine_8000_C2_tech2_WC_P4_t5_POS.d	Amlodipine	80	C2	tech2	WC	P4	t5	1421659	area_is_caffeine	149274	44	1.0797675216820388	5
MZ006A_Entacapone_8000_C1_tech1_SN_P3_t5_POS.d	Entacapone	80	C1	tech1	SN	P3	t5	494046	area_is_caffeine	156181	44	0.5067195417404263	5
MZ006A_Entacapone_8000_C1_tech2_SN_P3_t5_POS.d	Entacapone	80	C1	tech2	SN	P3	t5	418711	area_is_caffeine	167575	44	0.40025208914998284	5
MZ006A_Entacapone_8000_C1_tech1_WC_P3_t5_POS.d	Entacapone	80	C1	tech1	WC	P3	t5	438158	area_is_caffeine	152069	44	0.46154975054187825	5
MZ006A_Entacapone_8000_C1_tech2_WC_P3_t5_POS.d	Entacapone	80	C1	tech2	WC	P3	t5	383154	area_is_caffeine	165478	44	0.3709040415044623	5
MZ006A_Entacapone_8000_C2_tech1_SN_P3_t5_POS.d	Entacapone	80	C2	tech1	SN	P3	t5	333385	area_is_caffeine	184918	44	0.35121434559178866	5
MZ006A_Entacapone_8000_C2_tech2_SN_P3_t5_POS.d	Entacapone	80	C2	tech2	SN	P3	t5	42483	area_is_caffeine	70478	44	0.11742673475229215	5
MZ006A_Entacapone_8000_C2_tech1_WC_P3_t5_POS.d	Entacapone	80	C2	tech1	WC	P3	t5	307039	area_is_caffeine	158372	44	0.37767698483693724	5
MZ006A_Entacapone_8000_C2_tech2_WC_P4_t5_POS.d	Entacapone	80	C2	tech2	WC	P4	t5	290450	area_is_caffeine	160038	44	0.35355228143294015	5
MZ006A_Felodipine_8000_C1_tech1_SN_P3_t5_POS.d	Felodipine	80	C1	tech1	SN	P3	t5	89355	area_is_caffeine	154408	43	1.1595263694404463	5
MZ006A_Felodipine_8000_C1_tech2_SN_P3_t5_POS.d	Felodipine	80	C1	tech2	SN	P3	t5	48217	area_is_caffeine	107332	43	0.9001243946193976	5
MZ006A_Felodipine_8000_C1_tech1_WC_P3_t5_POS.d	Felodipine	80	C1	tech1	WC	P3	t5	67847	area_is_caffeine	157282	43	0.8643371789737561	5
