flavor	species	run	tech_repl	hit	category	result	expected	n	n_total	fraction	n_repl
relative	Collinsella aerofaciens	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	15	37	0.40540540540540543	6
relative	Collinsella aerofaciens	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	22	37	0.5945945945945946	6
relative	Collinsella aerofaciens	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	40	49	0.8163265306122449	6
relative	Collinsella aerofaciens	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	9	49	0.1836734693877551	6
relative	Collinsella aerofaciens	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	13	35	0.37142857142857144	6
relative	Collinsella aerofaciens	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	22	35	0.6285714285714286	6
relative	Collinsella aerofaciens	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	47	49	0.9591836734693877	6
relative	Collinsella aerofaciens	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	49	0.04081632653061224	6
relative	Collinsella aerofaciens	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	38	0.3684210526315789	6
relative	Collinsella aerofaciens	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	24	38	0.631578947368421	6
relative	Collinsella aerofaciens	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	47	49	0.9591836734693877	6
relative	Collinsella aerofaciens	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	49	0.04081632653061224	6
relative	Collinsella aerofaciens	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	38	0.3684210526315789	6
relative	Collinsella aerofaciens	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	24	38	0.631578947368421	6
relative	Collinsella aerofaciens	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	40	48	0.8333333333333334	6
relative	Collinsella aerofaciens	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	8	48	0.16666666666666666	6
relative	Collinsella aerofaciens	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	19	38	0.5	6
relative	Collinsella aerofaciens	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	19	38	0.5	6
relative	Collinsella aerofaciens	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	39	47	0.8297872340425532	6
relative	Collinsella aerofaciens	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	8	47	0.1702127659574468	6
relative	Collinsella aerofaciens	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	38	0.5526315789473685	6
relative	Collinsella aerofaciens	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	17	38	0.4473684210526316	6
relative	Coprococcus comes	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	39	41	0.9512195121951219	6
relative	Coprococcus comes	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	41	0.04878048780487805	6
relative	Coprococcus comes	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	22	45	0.4888888888888889	6
relative	Coprococcus comes	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	23	45	0.5111111111111111	6
relative	Coprococcus comes	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	39	41	0.9512195121951219	6
relative	Coprococcus comes	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	41	0.04878048780487805	6
relative	Coprococcus comes	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	20	43	0.46511627906976744	6
relative	Coprococcus comes	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	23	43	0.5348837209302325	6
relative	Coprococcus comes	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	39	41	0.9512195121951219	6
relative	Coprococcus comes	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	41	0.04878048780487805	6
relative	Coprococcus comes	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	17	46	0.3695652173913043	6
relative	Coprococcus comes	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	29	46	0.6304347826086957	6
relative	Coprococcus comes	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	39	41	0.9512195121951219	6
relative	Coprococcus comes	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	41	0.04878048780487805	6
relative	Coprococcus comes	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	46	0.391304347826087	6
relative	Coprococcus comes	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	28	46	0.6086956521739131	6
relative	Coprococcus comes	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	40	0.925	6
relative	Coprococcus comes	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	40	0.075	6
relative	Coprococcus comes	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	23	46	0.5	6
relative	Coprococcus comes	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	23	46	0.5	6
relative	Coprococcus comes	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	40	0.925	6
relative	Coprococcus comes	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	40	0.075	6
relative	Coprococcus comes	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	20	45	0.4444444444444444	6
relative	Coprococcus comes	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	25	45	0.5555555555555556	6
relative	Dorea formicigenerans	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	29	36	0.8055555555555556	6
relative	Dorea formicigenerans	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	36	0.19444444444444445	6
relative	Dorea formicigenerans	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	50	0.42	6
relative	Dorea formicigenerans	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	29	50	0.58	6
relative	Dorea formicigenerans	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	30	36	0.8333333333333334	6
relative	Dorea formicigenerans	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	36	0.16666666666666666	6
relative	Dorea formicigenerans	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	48	0.4375	6
relative	Dorea formicigenerans	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	27	48	0.5625	6
relative	Dorea formicigenerans	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	29	36	0.8055555555555556	6
relative	Dorea formicigenerans	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	36	0.19444444444444445	6
relative	Dorea formicigenerans	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	24	51	0.47058823529411764	6
relative	Dorea formicigenerans	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	27	51	0.5294117647058824	6
relative	Dorea formicigenerans	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	31	36	0.8611111111111112	6
relative	Dorea formicigenerans	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	5	36	0.1388888888888889	6
relative	Dorea formicigenerans	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	26	51	0.5098039215686274	6
relative	Dorea formicigenerans	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	25	51	0.49019607843137253	6
relative	Dorea formicigenerans	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	31	35	0.8857142857142857	6
relative	Dorea formicigenerans	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	35	0.11428571428571428	6
relative	Dorea formicigenerans	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	19	51	0.37254901960784315	6
relative	Dorea formicigenerans	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	32	51	0.6274509803921569	6
relative	Dorea formicigenerans	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	29	35	0.8285714285714286	6
relative	Dorea formicigenerans	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	35	0.17142857142857143	6
relative	Dorea formicigenerans	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	19	50	0.38	6
relative	Dorea formicigenerans	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	31	50	0.62	6
relative	Eggerthella lenta	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	52	58	0.896551724137931	6
relative	Eggerthella lenta	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	58	0.10344827586206896	6
relative	Eggerthella lenta	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	27	0.3333333333333333	6
relative	Eggerthella lenta	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	18	27	0.6666666666666666	6
relative	Eggerthella lenta	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	49	58	0.8448275862068966	6
relative	Eggerthella lenta	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	9	58	0.15517241379310345	6
relative	Eggerthella lenta	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	25	0.36	6
relative	Eggerthella lenta	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	16	25	0.64	6
relative	Eggerthella lenta	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	51	58	0.8793103448275862	6
relative	Eggerthella lenta	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	58	0.1206896551724138	6
relative	Eggerthella lenta	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	11	28	0.39285714285714285	6
relative	Eggerthella lenta	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	17	28	0.6071428571428571	6
relative	Eggerthella lenta	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	49	58	0.8448275862068966	6
relative	Eggerthella lenta	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	9	58	0.15517241379310345	6
relative	Eggerthella lenta	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	28	0.32142857142857145	6
relative	Eggerthella lenta	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	19	28	0.6785714285714286	6
relative	Eggerthella lenta	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	39	57	0.6842105263157895	6
relative	Eggerthella lenta	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	18	57	0.3157894736842105	6
relative	Eggerthella lenta	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	17	28	0.6071428571428571	6
relative	Eggerthella lenta	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	28	0.39285714285714285	6
relative	Eggerthella lenta	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	35	56	0.625	6
relative	Eggerthella lenta	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	21	56	0.375	6
relative	Eggerthella lenta	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	17	28	0.6071428571428571	6
relative	Eggerthella lenta	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	28	0.39285714285714285	6
relative	Enterocloster bolteae	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	53	1	6
relative	Enterocloster bolteae	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	33	0.06060606060606061	6
relative	Enterocloster bolteae	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	31	33	0.9393939393939394	6
relative	Enterocloster bolteae	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	53	1	6
relative	Enterocloster bolteae	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	31	0.03225806451612903	6
relative	Enterocloster bolteae	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	30	31	0.967741935483871	6
relative	Enterocloster bolteae	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	53	1	6
relative	Enterocloster bolteae	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	34	0.08823529411764706	6
relative	Enterocloster bolteae	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	31	34	0.9117647058823529	6
relative	Enterocloster bolteae	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	53	1	6
relative	Enterocloster bolteae	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	34	0.058823529411764705	6
relative	Enterocloster bolteae	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	32	34	0.9411764705882353	6
relative	Enterocloster bolteae	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	52	52	1	6
relative	Enterocloster bolteae	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	4	34	0.11764705882352941	6
relative	Enterocloster bolteae	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	30	34	0.8823529411764706	6
relative	Enterocloster bolteae	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	50	51	0.9803921568627451	6
relative	Enterocloster bolteae	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	51	0.0196078431372549	6
relative	Enterocloster bolteae	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	34	0.17647058823529413	6
relative	Enterocloster bolteae	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	28	34	0.8235294117647058	6
relative	Erysipelatoclostridium ramosum	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	54	0.9814814814814815	6
relative	Erysipelatoclostridium ramosum	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	54	0.018518518518518517	6
relative	Erysipelatoclostridium ramosum	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	8	30	0.26666666666666666	6
relative	Erysipelatoclostridium ramosum	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	22	30	0.7333333333333333	6
relative	Erysipelatoclostridium ramosum	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	54	0.9814814814814815	6
relative	Erysipelatoclostridium ramosum	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	54	0.018518518518518517	6
relative	Erysipelatoclostridium ramosum	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	29	0.3103448275862069	6
relative	Erysipelatoclostridium ramosum	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	20	29	0.6896551724137931	6
relative	Erysipelatoclostridium ramosum	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	54	54	1	6
relative	Erysipelatoclostridium ramosum	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	31	0.2903225806451613	6
relative	Erysipelatoclostridium ramosum	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	22	31	0.7096774193548387	6
relative	Erysipelatoclostridium ramosum	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	54	0.9814814814814815	6
relative	Erysipelatoclostridium ramosum	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	54	0.018518518518518517	6
relative	Erysipelatoclostridium ramosum	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	31	0.22580645161290322	6
relative	Erysipelatoclostridium ramosum	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	24	31	0.7741935483870968	6
relative	Erysipelatoclostridium ramosum	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	43	53	0.8113207547169812	6
relative	Erysipelatoclostridium ramosum	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	10	53	0.18867924528301888	6
relative	Erysipelatoclostridium ramosum	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	17	31	0.5483870967741935	6
relative	Erysipelatoclostridium ramosum	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	14	31	0.45161290322580644	6
relative	Erysipelatoclostridium ramosum	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	41	52	0.7884615384615384	6
relative	Erysipelatoclostridium ramosum	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	11	52	0.21153846153846154	6
relative	Erysipelatoclostridium ramosum	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	16	31	0.5161290322580645	6
relative	Erysipelatoclostridium ramosum	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	15	31	0.4838709677419355	6
relative	Escherichia coli ED1a	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	74	74	1	6
relative	Escherichia coli ED1a	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	8	11	0.7272727272727273	6
relative	Escherichia coli ED1a	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	11	0.2727272727272727	6
relative	Escherichia coli ED1a	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	72	73	0.9863013698630136	6
relative	Escherichia coli ED1a	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	73	0.0136986301369863	6
relative	Escherichia coli ED1a	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	10	0.5	6
relative	Escherichia coli ED1a	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	10	0.5	6
relative	Escherichia coli ED1a	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	74	74	1	6
relative	Escherichia coli ED1a	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	12	0.5833333333333334	6
relative	Escherichia coli ED1a	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	12	0.4166666666666667	6
relative	Escherichia coli ED1a	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	74	74	1	6
relative	Escherichia coli ED1a	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	12	0.5833333333333334	6
relative	Escherichia coli ED1a	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	12	0.4166666666666667	6
relative	Escherichia coli ED1a	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	72	73	0.9863013698630136	6
relative	Escherichia coli ED1a	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	73	0.0136986301369863	6
relative	Escherichia coli ED1a	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	8	12	0.6666666666666666	6
relative	Escherichia coli ED1a	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	12	0.3333333333333333	6
relative	Escherichia coli ED1a	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	69	72	0.9583333333333334	6
relative	Escherichia coli ED1a	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	72	0.041666666666666664	6
relative	Escherichia coli ED1a	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	12	0.5833333333333334	6
relative	Escherichia coli ED1a	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	12	0.4166666666666667	6
relative	Eubacterium rectale	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	28	37	0.7567567567567568	6
relative	Eubacterium rectale	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	9	37	0.24324324324324326	6
relative	Eubacterium rectale	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	49	0.42857142857142855	6
relative	Eubacterium rectale	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	28	49	0.5714285714285714	6
relative	Eubacterium rectale	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	22	37	0.5945945945945946	6
relative	Eubacterium rectale	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	15	37	0.40540540540540543	6
relative	Eubacterium rectale	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	15	47	0.3191489361702128	6
relative	Eubacterium rectale	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	32	47	0.6808510638297872	6
relative	Eubacterium rectale	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	30	37	0.8108108108108109	6
relative	Eubacterium rectale	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	37	0.1891891891891892	6
relative	Eubacterium rectale	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	50	0.36	6
relative	Eubacterium rectale	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	32	50	0.64	6
relative	Eubacterium rectale	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	30	37	0.8108108108108109	6
relative	Eubacterium rectale	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	37	0.1891891891891892	6
relative	Eubacterium rectale	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	50	0.36	6
relative	Eubacterium rectale	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	32	50	0.64	6
relative	Eubacterium rectale	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	33	36	0.9166666666666666	6
relative	Eubacterium rectale	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	36	0.08333333333333333	6
relative	Eubacterium rectale	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	16	50	0.32	6
relative	Eubacterium rectale	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	34	50	0.68	6
relative	Eubacterium rectale	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	34	35	0.9714285714285714	6
relative	Eubacterium rectale	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	35	0.02857142857142857	6
relative	Eubacterium rectale	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	17	50	0.34	6
relative	Eubacterium rectale	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	33	50	0.66	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	44	49	0.8979591836734694	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	5	49	0.10204081632653061	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	37	0.4864864864864865	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	19	37	0.5135135135135135	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	41	49	0.8367346938775511	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	8	49	0.16326530612244897	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	35	0.6	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	14	35	0.4	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	46	49	0.9387755102040817	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	49	0.061224489795918366	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	38	0.5526315789473685	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	17	38	0.4473684210526316	6
relative	Fusobacterium nucleatum subsp. nucleatum	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	45	49	0.9183673469387755	6
